Invoice_ID,Vendor_Name,Invoice_Date,Amount,GST,Quantity,True_Anomaly,IQR_Outlier_Flag,Invoice_Month,Invoice_Weekday,Vendor_Frequency,Dept_Avg_Amount,Amount_Deviation,Category_Avg_Amount,Category_Amount_Deviation,Department_Administration,Department_Education,Department_Health,Department_It & Electronics,Department_Public Works,Department_Sanitation,Department_Transport,Department_Water Supply,Category_Cleaning Supplies,Category_Construction Material,Category_Electronics,Category_Fuel,Category_Furniture,Category_Medical Supplies,Category_Office Equipment,Category_Software License,Category_Stationery,Category_Vehicle Maintenance,GST_Category_Non-Standard,GST_Category_Standard,Amount_Category_High,Amount_Category_Low,Amount_Category_Medium,Amount_Category_Very High,Department,Category,GST_Category,Amount_Category,anomaly_raw_auto,Predicted_Anomaly_auto,anomaly_raw_informed,Predicted_Anomaly_informed,Risk_Score,Risk_Level
INV108904,Vendor_003,2024-10-26,8663.59,28.0,49,0,0,10,5,244,11336.803936430317,0.7642003909196963,18027.235835010066,0.4805833839026361,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,It & Electronics,Stationery,Standard,Medium,0.0384056661858663,0,0.0122155201154049,0,25.29,Low
INV104359,Vendor_999,2025-06-02,19212.9,12.0,48,1,0,6,0,77,27031.33595294118,0.7107639827142734,20238.44245229008,0.9493270070210352,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Public Works,Cleaning Supplies,Standard,Medium,0.0275118648550507,0,0.0013217187845893,0,29.87,Low
INV107732,Vendor_025,2024-11-26,13664.33,12.0,23,0,0,11,1,267,21224.743248847928,0.6437924755929236,20003.4461372549,0.6830987973892769,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Education,Furniture,Standard,Medium,0.0870889510192726,0,0.0608988049488112,0,4.84,Low
INV103794,Vendor_004,2025-01-20,17645.35,28.0,27,0,0,1,0,249,21224.743248847928,0.8313575242403831,18624.887284522705,0.9474070758357448,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Education,Construction Material,Standard,Medium,0.0591081423341208,0,0.0329179962636593,0,16.6,Low
INV103370,Vendor_030,2025-11-08,9797.3,28.0,9,0,0,11,5,296,11336.803936430317,0.8642030024455843,18027.235835010066,0.5434721157290796,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,It & Electronics,Stationery,Standard,Medium,0.0383283543846266,0,0.0121382083141651,0,25.33,Low
INV106013,Vendor_032,2025-03-18,23710.65,12.0,40,0,0,3,1,256,27031.33595294118,0.8771542050780562,20822.788215010143,1.1386875645648713,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,Public Works,Fuel,Standard,High,0.042626820322105,0,0.0164366742516436,0,23.52,Low
INV105803,Vendor_998,2024-02-23,11716.71,28.0,6,1,0,2,4,73,13887.667786688053,0.8436772955665737,20822.788215010143,0.5626868927934439,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Fuel,Standard,Medium,0.0330258031451337,0,0.0068356570746722,0,27.56,Low
INV108778,Vendor_006,2025-02-16,10172.17,5.0,22,0,0,2,6,246,12426.504137658229,0.8185866183533853,20238.44245229008,0.5026162474696253,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Cleaning Supplies,Standard,Medium,0.0727469748325855,0,0.0465568287621241,0,10.86,Low
INV109077,Vendor_040,2025-09-29,14792.85,5.0,16,0,0,9,0,222,23302.23803174604,0.6348252893068389,19779.58168627451,0.747884876163235,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Sanitation,Vehicle Maintenance,Standard,Medium,0.0662824186769934,0,0.0400922726065319,0,13.58,Low
INV103053,Vendor_024,2025-07-18,15805.07,12.0,9,0,0,7,4,256,21224.743248847928,0.7446530596245443,19779.58168627451,0.7990598714717758,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Education,Vehicle Maintenance,Standard,Medium,0.0811503174076053,0,0.0549601713371438,0,7.33,Low
INV103288,Vendor_011,2025-09-27,100931.76,28.0,7,1,1,9,5,243,13887.667786688053,7.267725693780463,19628.02992047714,5.142225705224849,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,Transport,Medical Supplies,Standard,Very High,-0.06794315988203,1,-0.0941333059524914,1,69.98,Medium
INV102589,Vendor_014,2025-02-28,18403.05,12.0,17,0,0,2,4,257,20523.28511405445,0.8966912410819404,18027.235835010066,1.0208470210535594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Administration,Stationery,Standard,Medium,0.068517627566805,0,0.0423274814963435,0,12.64,Low
INV108057,Vendor_028,2025-04-06,20632.17,35.0,6,1,0,4,6,248,21224.743248847928,0.9720810168631796,19666.688681541586,1.0490922154762423,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,Education,Office Equipment,Non-Standard,High,-0.0438973364854619,1,-0.0700874825559233,1,59.88,Medium
INV104587,Vendor_002,2025-12-07,19116.23,5.0,11,0,0,12,6,293,20523.28511405445,0.9314410384967612,20822.788215010143,0.9180437222244824,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Fuel,Standard,Medium,0.0405782511918312,0,0.0143881051213698,0,24.38,Low
INV100033,Vendor_014,2025-12-07,20672.52,12.0,48,0,0,12,6,257,20523.28511405445,1.0072714911436549,20822.788215010143,0.9927834729211804,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,Administration,Fuel,Standard,High,0.0164142633871658,0,-0.0097758826832956,1,34.54,Medium
INV106388,Vendor_030,2024-10-07,116480.39,5.0,9,1,1,10,0,296,20523.28511405445,5.675523648026194,18818.63733464956,6.18962935140538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,Administration,Software License,Standard,Very High,-0.0593543745722517,1,-0.0855445206427132,1,66.37,Medium
INV107194,Vendor_038,2025-05-09,9543.4,28.0,40,0,0,5,4,262,11336.803936430317,0.841806919614505,19628.02992047714,0.4862128312757334,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,It & Electronics,Medical Supplies,Standard,Medium,0.0715579990685674,0,0.0453678529981059,0,11.36,Low
INV108377,Vendor_034,2025-11-16,20656.48,5.0,1,0,0,11,6,256,23302.23803174604,0.8864590590765763,18027.235835010066,1.145848436723936,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,Sanitation,Stationery,Standard,High,0.0237542022682176,0,-0.0024359438022438,1,31.45,Medium
INV104816,Vendor_040,2025-07-05,9417.23,28.0,27,0,0,7,5,222,12426.504137658229,0.757834214327528,19779.58168627451,0.4761086533258094,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Health,Vehicle Maintenance,Standard,Medium,0.0742425469398206,0,0.0480524008693591,0,10.24,Low
INV100900,Vendor_025,2025-06-12,10233.09,28.0,1,0,0,6,3,267,11336.803936430317,0.902643289712052,19628.02992047714,0.5213508457781708,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,It & Electronics,Medical Supplies,Standard,Medium,0.0619816101274707,0,0.0357914640570093,0,15.39,Low
INV100765,Vendor_032,2024-05-12,19218.84,28.0,13,0,0,5,6,256,21224.743248847928,0.9054922254969182,19027.396498091603,1.0100614659460951,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Education,Electronics,Standard,Medium,0.059581546334696,0,0.0333914002642345,0,16.4,Low
INV107550,Vendor_024,2024-06-29,22472.71,5.0,9,0,0,6,5,256,27031.33595294118,0.8313577264225014,20003.4461372549,1.123441923246729,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Public Works,Furniture,Standard,High,0.0648907471945171,0,0.0387006011240557,0,14.17,Low
INV100733,Vendor_030,2025-01-04,18075.61,12.0,7,0,0,1,5,296,27031.33595294118,0.6686909604271061,18027.235835010066,1.0026833933628356,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Public Works,Stationery,Standard,Medium,0.0270565275412698,0,0.0008663814708084,0,30.06,Medium
INV105909,Vendor_039,2024-02-12,17829.38,5.0,9,0,0,2,0,262,20523.28511405445,0.8687390883533723,19779.58168627451,0.901403289654614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Administration,Vehicle Maintenance,Standard,Medium,0.0646317891442742,0,0.0384416430738128,0,14.27,Low
INV100568,Vendor_011,2025-08-02,8865.78,28.0,13,0,0,8,5,243,11336.803936430317,0.7820352234821852,20238.44245229008,0.4380663196241564,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,It & Electronics,Cleaning Supplies,Standard,Medium,0.0669476074528391,0,0.0407574613823776,0,13.3,Low
INV101254,Vendor_006,2024-05-13,8124.95,28.0,3,0,0,5,0,246,12426.504137658229,0.6538403649162704,19666.688681541586,0.4131325883866649,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Health,Office Equipment,Standard,Medium,0.0521624392133018,0,0.0259722931428403,0,19.51,Low
INV109601,Vendor_018,2024-11-28,12293.22,5.0,30,0,0,11,3,232,21224.743248847928,0.5791928720111736,18624.887284522705,0.6600426521891316,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Education,Construction Material,Standard,Medium,0.0667033702007703,0,0.0405132241303088,0,13.4,Low
INV103615,Vendor_039,2025-10-22,12683.02,5.0,23,0,0,10,2,262,13887.667786688053,0.9132577330339972,20003.4461372549,0.6340417502551642,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Transport,Furniture,Standard,Medium,0.0850108759902193,0,0.0588207299197579,0,5.71,Low
INV108353,Vendor_002,2025-04-27,4479.15,12.0,15,0,0,4,6,293,11336.803936430317,0.3950981268721116,19666.688681541586,0.2277531348835537,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,It & Electronics,Office Equipment,Standard,Low,-0.0127863374278025,1,-0.0389764834982639,1,46.81,Medium
INV105317,Vendor_007,2024-09-09,18457.37,18.0,44,0,0,9,0,246,23302.23803174604,0.792085720472618,19027.396498091603,0.9700418027159536,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Sanitation,Electronics,Standard,Medium,0.0494955469649575,0,0.023305400894496,0,20.63,Low
INV100039,Vendor_032,2025-07-06,11372.4,12.0,14,0,0,7,6,256,11336.803936430317,1.0031398676178298,19628.02992047714,0.5793958968921088,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,It & Electronics,Medical Supplies,Standard,Medium,0.0620806377518682,0,0.0358904916814068,0,15.35,Low
INV109201,Vendor_007,2025-06-15,22638.25,18.0,28,0,0,6,6,246,27031.33595294118,0.8374817300710147,20238.44245229008,1.118576691529855,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Public Works,Cleaning Supplies,Standard,High,0.0595786521565343,0,0.0333885060860729,0,16.4,Low
INV103392,Vendor_002,2024-01-12,20504.64,5.0,37,0,0,1,4,293,23302.23803174604,0.8799429467704046,18027.235835010066,1.1374256257400626,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,Sanitation,Stationery,Standard,High,0.0338222869495845,0,0.007632140879123,0,27.22,Low
INV105440,Vendor_017,2024-10-19,17058.15,28.0,49,0,0,10,5,219,23302.23803174604,0.7320391276048533,19666.688681541586,0.8673625883959888,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Sanitation,Office Equipment,Standard,Medium,0.0562852720300347,0,0.0300951259595733,0,17.78,Low
INV103928,Vendor_012,2024-08-21,9660.0,28.0,9,0,0,8,2,239,11336.803936430317,0.8520920053100697,19779.58168627451,0.4883824214898988,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,It & Electronics,Vehicle Maintenance,Standard,Medium,0.0626750283886073,0,0.0364848823181459,0,15.1,Low
INV101413,Vendor_008,2024-05-19,19222.1,28.0,20,0,0,5,6,259,25426.145742496054,0.7559973971152495,20822.788215010143,0.923128055739611,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Water Supply,Fuel,Standard,Medium,0.0369883048059866,0,0.0107981587355251,0,25.89,Low
INV105289,Vendor_004,2025-09-03,22847.11,28.0,43,0,0,9,2,249,23302.23803174604,0.9804684841376188,18818.63733464956,1.214068244884717,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Sanitation,Software License,Standard,High,0.0510860113302544,0,0.0248958652597929,0,19.97,Low
INV109747,Vendor_017,2025-08-22,17603.35,55.0,4,1,0,8,4,219,27031.33595294118,0.6512201258067914,18818.63733464956,0.9354210768272828,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Public Works,Software License,Non-Standard,Medium,-0.0460051300471122,1,-0.0721952761175737,1,60.76,Medium
INV109160,Vendor_009,2024-03-02,21885.2,12.0,13,0,0,3,5,258,25426.145742496054,0.8607360400448785,18818.63733464956,1.1629534918399314,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Water Supply,Software License,Standard,High,0.0569121743462344,0,0.0307220282757729,0,17.52,Low
INV105181,Vendor_023,2024-04-27,12851.93,18.0,39,0,0,4,5,215,21224.743248847928,0.6055163942064458,19027.396498091603,0.6754434323838795,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Education,Electronics,Standard,Medium,0.0683416247056298,0,0.0421514786351684,0,12.72,Low
INV105123,Vendor_033,2024-08-02,23699.53,5.0,41,0,0,8,4,248,23302.23803174604,1.017049519780577,20822.788215010143,1.1381535342570577,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,Sanitation,Fuel,Standard,High,0.0366867058860281,0,0.0104965598155667,0,26.02,Low
INV106421,Vendor_012,2025-04-28,16083.21,12.0,29,0,0,4,0,239,21224.743248847928,0.7577575762134597,18027.235835010066,0.892161735010165,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Education,Stationery,Standard,Medium,0.0672193790632924,0,0.0410292329928309,0,13.19,Low
INV109436,Vendor_014,2024-02-02,14166.46,12.0,18,0,0,2,4,257,12426.504137658229,1.140019738702607,20238.44245229008,0.6999777790902578,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Cleaning Supplies,Standard,Medium,0.0740892840357684,0,0.0478991379653069,0,10.3,Low
INV103126,Vendor_020,2024-12-09,9583.21,28.0,17,0,0,12,0,249,23302.23803174604,0.4112570641044958,19628.02992047714,0.4882410531686738,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Sanitation,Medical Supplies,Standard,Medium,0.0526277618272939,0,0.0264376157568325,0,19.32,Low
INV108840,Vendor_019,2025-05-15,14797.18,12.0,49,0,0,5,3,230,20523.28511405445,0.720994710046045,20003.4461372549,0.7397315391792104,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Administration,Furniture,Standard,Medium,0.0824798961897059,0,0.0562897501192444,0,6.77,Low
INV101957,Vendor_014,2025-10-08,7836.21,28.0,45,0,0,10,2,257,11336.803936430317,0.6912186224566067,18027.235835010066,0.4346872738404837,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,It & Electronics,Stationery,Standard,Medium,0.0446359874528413,0,0.0184458413823798,0,22.68,Low
INV108969,Vendor_013,2025-08-18,17148.35,18.0,17,0,0,8,0,251,20523.28511405445,0.8355558042828495,18818.63733464956,0.911242918127012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Administration,Software License,Standard,Medium,0.078585351786888,0,0.0523952057164265,0,8.41,Low
INV101183,Vendor_010,2025-08-10,7805.51,12.0,1,0,0,8,6,247,11336.803936430317,0.6885106281954246,18624.887284522705,0.4190903215015097,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,It & Electronics,Construction Material,Standard,Medium,0.0305929981477239,0,0.0044028520772624,0,28.58,Low
INV109103,Vendor_001,2024-06-16,30605.23,18.0,16,0,0,6,6,236,23302.23803174604,1.3134030284260534,20238.44245229008,1.512232478964154,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Sanitation,Cleaning Supplies,Standard,High,0.0397450736210832,0,0.0135549275506217,0,24.73,Low
INV104347,Vendor_024,2024-03-27,19937.86,28.0,24,0,0,3,2,256,25426.145742496054,0.7841479476252985,19666.688681541586,1.013788356690312,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Water Supply,Office Equipment,Standard,Medium,0.0540823373655223,0,0.0278921912950609,0,18.71,Low
INV100251,Vendor_021,2025-01-18,19527.81,12.0,37,0,0,1,5,260,20523.28511405445,0.9514953328123504,18624.887284522705,1.0484793653611866,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Construction Material,Standard,Medium,0.0670343778303568,0,0.0408442317598954,0,13.26,Low
INV101472,Vendor_039,2024-03-06,24954.39,28.0,14,0,0,3,2,262,23302.23803174604,1.070900999552195,18624.887284522705,1.339841128635292,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Sanitation,Construction Material,Standard,High,0.0455732906988605,0,0.0193831446283991,0,22.28,Low
INV106223,Vendor_038,2025-10-11,20619.66,5.0,2,0,0,10,5,262,27031.33595294118,0.7628058056729694,18624.887284522705,1.1071025389310651,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Public Works,Construction Material,Standard,High,0.0362581782896332,0,0.0100680322191718,0,26.2,Low
INV105357,Vendor_040,2025-11-22,10771.31,18.0,13,0,0,11,5,222,21224.743248847928,0.5074883532729972,19779.58168627451,0.5445671284076978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Education,Vehicle Maintenance,Standard,Medium,0.0662167871572133,0,0.0400266410867519,0,13.61,Low
INV100096,Vendor_002,2024-09-07,20458.56,28.0,11,0,0,9,5,293,21224.743248847928,0.9639014126171108,18027.235835010066,1.1348694934288346,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,Education,Stationery,Standard,High,0.0273347319479765,0,0.0011445858775151,0,29.95,Low
INV107808,Vendor_025,2025-08-02,12683.94,12.0,48,0,0,8,5,267,21224.743248847928,0.597601575259973,18818.63733464956,0.6740094819004706,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Education,Software License,Standard,Medium,0.0718676163151533,0,0.0456774702446919,0,11.23,Low
INV104792,Vendor_002,2025-05-09,11533.27,28.0,6,0,0,5,4,293,13887.667786688053,0.8304684542537195,18818.63733464956,0.6128642470177438,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Transport,Software License,Standard,Medium,0.0642136529853129,0,0.0380235069148515,0,14.45,Low
INV106483,Vendor_018,2024-02-14,7494.24,28.0,32,0,0,2,2,232,11336.803936430317,0.6610540362189375,19027.396498091603,0.3938657609175092,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,It & Electronics,Electronics,Standard,Medium,0.0494969098970484,0,0.0233067638265869,0,20.63,Low
INV104169,Vendor_036,2024-03-21,22357.08,12.0,44,0,0,3,3,273,27031.33595294118,0.8270800984058434,18818.63733464956,1.1880286336585772,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Public Works,Software License,Standard,High,0.0590040681679471,0,0.0328139220974857,0,16.64,Low
INV102392,Vendor_005,2025-06-11,17575.2,28.0,18,0,0,6,2,242,21224.743248847928,0.8280524194776291,20003.4461372549,0.8786086097068806,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Education,Furniture,Standard,Medium,0.09201130788022,0,0.0658211618097585,0,2.77,Low
INV102444,Vendor_003,2025-06-23,21820.59,5.0,22,0,0,6,0,244,27031.33595294118,0.8072331326127365,18027.235835010066,1.2104235058390371,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,Public Works,Stationery,Standard,High,0.0433859872369234,0,0.017195841166462,0,23.2,Low
INV104884,Vendor_040,2025-02-22,20452.7,5.0,27,0,0,2,5,222,25426.145742496054,0.8043963960222382,18818.63733464956,1.0868321460418258,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Water Supply,Software License,Standard,High,0.0495623050109331,0,0.0233721589404717,0,20.61,Low
INV101608,Vendor_011,2024-01-29,11784.87,18.0,11,0,0,1,0,243,23302.23803174604,0.5057398342573262,18027.235835010066,0.6537258461506904,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Sanitation,Stationery,Standard,Medium,0.0467695737144726,0,0.0205794276440111,0,21.78,Low
INV100107,Vendor_010,2025-01-27,15983.58,12.0,27,0,0,1,0,247,21224.743248847928,0.7530635264983752,19628.02992047714,0.8143242120965472,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Education,Medical Supplies,Standard,Medium,0.0741432390257456,0,0.0479530929552842,0,10.28,Low
